stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
9135013,,Zepernicker Str. (Berlin),,52.6416970,13.5163280,,,0,
9135016,,Schönerlinder Chaussee (Berlin),,52.6465810,13.4529310,,,0,
9135018,,Campus Buch (Berlin),,52.6251880,13.5021700,,,0,
9135501,,Pölnitzweg/Hobrechtsfelder Chaussee (Berlin),,52.6485140,13.4855040,,,0,
9135502,,Röbellweg (Berlin),,52.6410470,13.4960950,,,0,
9135503,,Sudauer Str. (Berlin),,52.6399210,13.5097370,,,0,
9135504,,Pölnitzweg (Berlin),,52.6454900,13.4901290,,,0,
9135505,,Lindenberger Weg (Berlin),,52.6305020,13.5040800,,,0,
9135506,,Alt-Buch/Wiltbergstr. (Berlin),,52.6337930,13.4982990,,,0,
9135507,,Am Stener Berg (Berlin),,52.6377780,13.5065310,,,0,
9135508,,Theodor-Brugsch-Str. (Berlin),,52.6307060,13.4993310,,,0,
9135509,,Karower Chaussee (Berlin),,52.6256520,13.4953770,,,0,
9135510,,Schwanebecker Chaussee (Berlin),,52.6354060,13.5079120,,,0,
9135511,,Alt-Buch (Berlin),,52.6367900,13.5029370,,,0,
9135512,,Alt-Buch/Karower Str. (Berlin),,52.6354210,13.4996250,,,0,
9135513,,Lindenberger Weg Süd (Berlin),,52.6283080,13.5070180,,,0,
9135516,,Wiltbergstr./Hobrechtsfelder Chaussee (Berlin),,52.6435500,13.4800160,,,0,
9135517,,Wiltbergstr. (Berlin),,52.6410520,13.4864030,,,0,
9135701,,S Buch (Berlin) [Am Sandhaus],,52.6382250,13.4896750,,,0,
9140001,,Piesporter Str. (Berlin),,52.5604860,13.4767160,,,0,
9140002,,Pasedagplatz (Berlin),,52.5597750,13.4601170,,,0,
9140003,,Große Seestr. (Berlin),,52.5572110,13.4595900,,,0,
9140005,,Albertinenstr. (Berlin),,52.5497920,13.4577800,,,0,
9140006,,Berliner Allee/Indira-Gandhi-Str. (Berlin),,52.5518900,13.4654870,,,0,
9140007,,Buschallee/Hansastr. (Berlin),,52.5531740,13.4807020,,,0,
9140008,,Rennbahnstr./Gustav-Adolf-Str. (Berlin),,52.5622650,13.4542710,,,0,
9140009,,Hamburger Platz (Berlin),,52.5555500,13.4389350,,,0,
9140010,,Roelckestr./Langhansstr. (Berlin),,52.5515180,13.4431090,,,0,
9140011,,Antonplatz (Berlin),,52.5482860,13.4508600,,,0,
9140012,,Falkenberger Str./Berliner Allee (Berlin),,52.5547110,13.4677490,,,0,
9140013,,Berliner Allee/Rennbahnstr. (Berlin),,52.5575530,13.4653960,,,0,
9140014,,Giersstr. (Berlin),,52.5545820,13.4824310,,,0,
9140016,,Roelckestr. (Berlin),,52.5539770,13.4448850,,,0,
9140017,,Gustav-Adolf-Str./Langhansstr. (Berlin),,52.5535960,13.4347580,,,0,
9140018,,Rathaus Weißensee (Berlin),,52.5592890,13.4666780,,,0,
9140019,,Mirbachplatz (Berlin),,52.5530800,13.4483650,,,0,
9140020,,Darßer Str./Piesporter Str. (Berlin),,52.5668200,13.4783150,,,0,
9140501,,Gustav-Adolf-Str./Amalienstr. (Berlin),,52.5597960,13.4489100,,,0,
9140502,,Wigandstaler Str. (Berlin),,52.5572960,13.4431360,,,0,
9140503,,Heinersdorfer Str./Am Steinberg (Berlin),,52.5571000,13.4333830,,,0,
9140505,,Friesickestr. (Berlin),,52.5518860,13.4401420,,,0,
9140506,,Behaimstr. (Berlin),,52.5499510,13.4462860,,,0,
9140507,,Woelckpromenade (Berlin),,52.5517630,13.4531870,,,0,
9140508,,Parkstr./Amalienstr. (Berlin),,52.5548390,13.4580950,,,0,
9140509,,Rennbahnstr./Parkstr. (Berlin),,52.5587020,13.4618220,,,0,
9140512,,Roelckestr./Nüßlerstr. (Berlin),,52.5649460,13.4627670,,,0,
9140513,,Nüßlerstr./Feldtmannstr. (Berlin),,52.5646820,13.4702500,,,0,
9140514,,Gehringstr. (Berlin),,52.5616710,13.4681580,,,0,
9140515,,Neumagener Str. (Berlin),,52.5598380,13.4724180,,,0,
9140516,,Wittlicher Str. (Berlin),,52.5557940,13.4781510,,,0,
9140517,,Stadion Buschallee/Hansastr. (Berlin),,52.5569100,13.4859890,,,0,
9140518,,Sulzfelder Str. (Berlin),,52.5533650,13.4740290,,,0,
9140519,,Buschallee (Berlin),,52.5536750,13.4693510,,,0,
9140520,,Giersstr./Falkenberger Str. (Berlin),,52.5561050,13.4820840,,,0,
9140706,,Berliner Allee/Indira-Gandhi-Str. (Berlin),,52.5526290,13.4667510,,,0,
9140713,,Berliner Allee/Rennbahnstr. (Berlin),,52.5569210,13.4692680,,,0,
9141001,,Heinersdorf (Berlin),,52.5725670,13.4370740,,,0,
9141002,,Heinersdorf Kirche (Berlin),,52.5681680,13.4403960,,,0,
9141500,,Ingeborgstr. (Berlin),,52.5772120,13.4445870,,,0,
9141501,,Mimestr. (Berlin),,52.5746260,13.4443990,,,0,
9141502,,Tino-Schwierzina-Str. (Berlin),,52.5622680,13.4348490,,,0,
9141503,,Rothenbachstr. (Berlin),,52.5701780,13.4377180,,,0,
9141504,,Am Wasserturm (Berlin),,52.5651210,13.4359750,,,0,
9141506,,Am Steinberg (Berlin),,52.5583860,13.4333070,,,0,
9141507,,Prenzlauer Promenade/Am Steinberg (Berlin),,52.5566660,13.4299180,,,0,
9141508,,Straße 16 (Berlin),,52.5650720,13.4452200,,,0,
9142001,,S Blankenburg (Berlin),,52.5910720,13.4429770,,,0,
9142500,,Treseburger Str. (Berlin),,52.5965760,13.4668020,,,0,
9142501,,Karower Damm/Georgenstr. (Berlin),,52.5938640,13.4615750,,,0,
9142502,,Alt-Blankenburg (Berlin),,52.5930490,13.4533130,,,0,
9142503,,Heinersdorfer Str. (Berlin),,52.5904950,13.4534360,,,0,
9142504,,Krugstege (Berlin),,52.5913110,13.4528720,,,0,
9142506,,Fafnerstr. (Berlin),,52.5814830,13.4451700,,,0,
9142507,,Waldammerweg (Berlin),,52.5907560,13.4468040,,,0,
9142508,,Purpurkardinalweg (Berlin),,52.5869210,13.4516940,,,0,
9142509,,Papstfinkweg (Berlin),,52.5852400,13.4495730,,,0,
9142530,,Blankenburger Pflasterweg (Berlin),,52.5882560,13.4557220,,,0,
9142531,,Mörderberg (Berlin),,52.5847850,13.4610080,,,0,
9143001,,S Karow Bhf (Berlin),,52.6157590,13.4700860,,,0,
9143500,,Straße 74 (Berlin),,52.6138460,13.4843880,,,0,
9143501,,Alt-Karow/Bahnhofstr. (Berlin),,52.6096120,13.4801850,,,0,
9143502,,Beuthener Str. (Berlin),,52.6053120,13.4761870,,,0,
9143503,,Straße 45 (Berlin),,52.6017340,13.4712400,,,0,
9143504,,Straße 42 (Berlin),,52.6074160,13.4789450,,,0,
9143507,,Hagenstr. (Berlin),,52.6115840,13.4755420,,,0,
9143508,,Kerkowstr. (Berlin),,52.6133680,13.4715710,,,0,
9143509,,Alt-Karow (Berlin),,52.6108510,13.4824270,,,0,
9143510,,Chronisteneck (Berlin),,52.6207840,13.4858340,,,0,
9143511,,Ballonplatz (Berlin),,52.6220550,13.4840760,,,0,
9143512,,Röländer Str. (Berlin),,52.6215670,13.4800270,,,0,
9143513,,Bucher Chaussee/Achillesstr. (Berlin),,52.6180730,13.4877210,,,0,
9143514,,Lossebergplatz (Berlin),,52.6169230,13.4905910,,,0,
9143515,,Forkenzeile (Berlin),,52.6157120,13.4931930,,,0,
9143516,,Hofzeichendamm (Berlin),,52.6123620,13.4944660,,,0,
9143518,,Möserstr. (Berlin),,52.6195350,13.4757360,,,0,
9144001,,Schwarzelfenweg (Berlin),,52.5674220,13.4652970,,,0,
9144500,,Umspannwerk Malchow (Berlin),,52.5915190,13.4924290,,,0,
9144501,,Darßer Str./Roelckestr. (Berlin),,52.5666010,13.4641050,,,0,
9144502,,Am Luchgraben (Berlin),,52.5963280,13.5045030,,,0,
9145500,,Nerthusweg (Berlin),,52.6213360,13.4905340,,,0,
9150002,,Hansastr./Malchower Weg (Berlin),,52.5610560,13.5006850,,,0,
9150004,,Wassergrundstr. (Berlin),,52.5445800,13.5254480,,,0,
9150005,,Rhinstr./Plauener Str. (Berlin),,52.5395570,13.5142040,,,0,
9150006,,Plauener Str./Marzahner Str. (Berlin),,52.5463490,13.5178880,,,0,
9150007,,Oberseestr. (Berlin),,52.5467600,13.4976170,,,0,
9150008,,Rhinstr./Gärtnerstr. (Berlin),,52.5463980,13.5105330,,,0,
9150010,,Degnerstr./Suermondtstr. (Berlin),,52.5497590,13.4985300,,,0,
9150011,,Hohenschönhauser Str./Weißenseer Weg (Berlin),,52.5358550,13.4728680,,,0,
9150013,,Marzahner Str. (Berlin),,52.5463890,13.5210440,,,0,
9150020,,Hauptstr./Rhinstr. (Berlin),,52.5488710,13.5047650,,,0,
9150021,,Perler Str. (Berlin),,52.5660160,13.4850730,,,0,
9150022,,Darßer Str./Ribnitzer Str. (Berlin),,52.5650120,13.4934450,,,0,
9150050,,Bahnhofstr. (Berlin),,52.5447650,13.4990230,,,0,
9150051,,Konrad-Wolf-Str. (Berlin),,52.5482090,13.5003350,,,0,
9150052,,Königswalder Str. (Berlin),,52.5581460,13.5019270,,,0,
9150053,,Gembitzer Str. (Berlin),,52.5539150,13.5031830,,,0,
9150500,,Anna-Ebermann-Str. (Berlin),,52.5549790,13.5121260,,,0,
9150501,,Feldtmannstr. (Berlin),,52.5598300,13.4953340,,,0,
9150502,,Gottfriedstr. (Berlin),,52.5537400,13.5211360,,,0,
9150503,,Bennostr. (Berlin),,52.5521560,13.5170860,,,0,
9150504,,Gehrenseestr. (Berlin),,52.5500180,13.5085640,,,0,
9150505,,Leuenberger Str. (Berlin),,52.5465170,13.5039920,,,0,
9150506,,Bürknersfelder Str. West (Berlin),,52.5418950,13.5231740,,,0,
9150507,,Bürknersfelder Str. Ost (Berlin),,52.5418460,13.5270040,,,0,
9150509,,Altenhofer Str. (Berlin),,52.5349370,13.4801770,,,0,
9150510,,Sandinostr. (Berlin),,52.5384800,13.4807090,,,0,
9150511,,Simon-Bolivar-Str. (Berlin),,52.5399940,13.4846360,,,0,
9150512,,Werneuchener Str. (Berlin),,52.5424250,13.4893170,,,0,
9150513,,Freienwalder Str. (Berlin),,52.5443470,13.4930090,,,0,
9150514,,Am Faulen See (Berlin),,52.5505690,13.4948710,,,0,
9150515,,Stadion Buschallee/Suermondtstr. (Berlin),,52.5522890,13.4860540,,,0,
9150516,,Grenzgrabenstr. (Berlin),,52.5445870,13.5207160,,,0,
9150518,,Betriebshof Indira-Gandhi-Str. (Berlin),,52.5443550,13.4686420,,,0,
9150519,,Sportforum (Berlin),,52.5384160,13.4714500,,,0,
9150520,,Indira-Gandhi-Str./Hansastr. (Berlin),,52.5468030,13.4690920,,,0,
9150521,,Hansastr. (Berlin),,52.5493700,13.4744110,,,0,
9150522,,Gounodstr. (Berlin),,52.5483730,13.4671840,,,0,
9150523,,Liebenwalder Str. (Berlin),,52.5386850,13.4979610,,,0,
9150530,,Große-Leege-Str./Freienwalder Str. (Berlin),,52.5427040,13.4964320,,,0,
9150531,,Werneuchener Str./Große-Leege-Str. (Berlin),,52.5411980,13.4939780,,,0,
9150532,,Liebenwalder Str./Landsberger Allee (Berlin),,52.5351950,13.4995810,,,0,
9150711,,Hohenschönhauser Str./Weißenseer Weg (Berlin),,52.5355910,13.4738320,,,0,
9151001,,S Wartenberg (Berlin),,52.5732690,13.5042440,,,0,
9151002,,Neubrandenburger Str. (Berlin),,52.5696230,13.5097090,,,0,
9151003,,Zingster Str. (Berlin),,52.5723600,13.4951700,,,0,
9151004,,Zingster Str./Ribnitzer Str. (Berlin),,52.5702830,13.4973860,,,0,
9151006,,Prerower Platz (Berlin),,52.5632200,13.5050650,,,0,
9151007,,Malchow/Dorfstr. (Berlin),,52.5795890,13.4827430,,,0,
9151008,,Grevesmühlener Str. (Berlin),,52.5678780,13.5140150,,,0,
9151010,,Barther Str. (Berlin),,52.5634390,13.4984800,,,0,
9151501,,Ahrenshooper Str. (Berlin),,52.5662170,13.5018930,,,0,
9151502,,Ortnitstr. (Berlin),,52.5746240,13.4830480,,,0,
9151510,,Malchower Aue (Berlin),,52.5823080,13.4831150,,,0,
9152001,,S Hohenschönhausen Bhf (Berlin),,52.5665520,13.5137040,,,0,
9152002,,S Gehrenseestr. (Berlin),,52.5557400,13.5256590,,,0,
9152003,,Welsestr. (Berlin),,52.5691770,13.5255500,,,0,
9152004,,Straße 4 (Berlin),,52.5833620,13.5294810,,,0,
9152005,,Dorfstr./Lindenberger Str. (Berlin),,52.5748890,13.5181510,,,0,
9152006,,Falkenberger Ch./Prendener Str. (Berlin),,52.5686380,13.5206790,,,0,
9152007,,Falkenberg (Berlin),,52.5702120,13.5268250,,,0,
9152500,,Zu den Krugwiesen (Berlin),,52.5594610,13.5249180,,,0,
9152501,,Seehausener Str. (Berlin),,52.5619490,13.5243550,,,0,
9152502,,Vincent-van-Gogh-Str. (Berlin),,52.5648390,13.5246770,,,0,
9152503,,Straße 3 (Berlin),,52.5816400,13.5271040,,,0,
9152504,,Siedlung Wartenberg (Berlin),,52.5845230,13.5321620,,,0,
9152505,,Straße 6 (Berlin),,52.5811950,13.5295970,,,0,
9152506,,Schweriner Ring (Berlin),,52.5754110,13.5103800,,,0,
9152507,,Hagenower Ring (Berlin),,52.5755850,13.5052380,,,0,
9152508,,Rüdickenstr. (Berlin),,52.5598520,13.5105240,,,0,
9152509,,Arnimstr. (Berlin),,52.5586200,13.5148170,,,0,
9152510,,Straße 8 (Berlin),,52.5867450,13.5368290,,,0,
9152511,,Lindenberger Str./Birkholzer Weg (Berlin),,52.5785990,13.5197550,,,0,
9153500,,Am Gehrensee (Berlin),,52.5723270,13.5644250,,,0,
9153501,,Radieschenpfad (Berlin),,52.5702310,13.5557660,,,0,
9153502,,Dessauer Str. (Berlin),,52.5688610,13.5499060,,,0,
9153503,,Tierheim Berlin (Berlin),,52.5684270,13.5425300,,,0,
9153504,,Falkenberg/Dorfstr. (Berlin),,52.5702080,13.5368400,,,0,
9160001,,S Rummelsburg (Berlin),,52.5012160,13.4787040,,,0,
9160002,,S Betriebsbahnhof Rummelsburg (Berlin),,52.4939610,13.4975150,,,0,
9160003,,S Nöldnerplatz (Berlin),,52.5034470,13.4843020,,,0,
9160004,,S+U Lichtenberg Bhf (Berlin),,52.5107580,13.4982330,,,0,
9160005,,U Magdalenenstr. (Berlin),,52.5122170,13.4894440,,,0,
9160006,,Heizkraftwerk (Berlin),,52.4879300,13.4961320,,,0,
9160007,,Köpenicker Chaussee/Blockdammweg (Berlin),,52.4834470,13.5023690,,,0,
9160010,,Roederplatz (Berlin),,52.5271600,13.4796350,,,0,
9160012,,Herzbergstr./Siegfriedstr. (Berlin),,52.5262300,13.4999680,,,0,
9160013,,Rosenfelder Str. (Berlin),,52.5111430,13.5053900,,,0,
9160014,,Möllendorffstr./Storkower Str. (Berlin),,52.5231740,13.4792800,,,0,
9160016,,Freiaplatz (Berlin),,52.5156870,13.4986220,,,0,
9160017,,Loeperplatz (Berlin),,52.5200750,13.4799270,,,0,
9160018,,Landsberger Allee/Weißenseer Weg (Berlin),,52.5320590,13.4767200,,,0,
9160019,,Lückstr./Weitlingstr. (Berlin),,52.5017050,13.4934480,,,0,
9160020,,S+U Lichtenberg Bhf/Siegfriedstr. (Berlin),,52.5123190,13.4977560,,,0,
9160021,,S+U Lichtenberg Bhf/Gudrunstr. (Berlin),,52.5123700,13.5000700,,,0,
9160502,,Gustav-Holzmann-Str. (Berlin),,52.4931300,13.4906540,,,0,
9160504,,Franz-Jacob-Str. (Berlin),,52.5246970,13.4630640,,,0,
9160505,,Reinhardsbrunner Str. (Berlin),,52.5311720,13.5000780,,,0,
9160507,,Max-Brunnow-Str. (Berlin),,52.5268440,13.4588030,,,0,
9160508,,Judith-Auer-Str. (Berlin),,52.5341280,13.4678730,,,0,
9160509,,Bernhard-Bästlein-Str. (Berlin),,52.5267670,13.4823040,,,0,
9160510,,Anton-Saefkow-Platz (Berlin),,52.5281840,13.4688830,,,0,
9160511,,Storkower Str./Paul-Junius-Str. (Berlin),,52.5230080,13.4724520,,,0,
9160513,,Zechliner Str. (Berlin),,52.5339500,13.4871590,,,0,
9160514,,Genslerstr. (Berlin),,52.5344240,13.4959440,,,0,
9160515,,Arendsweg (Berlin),,52.5348860,13.5055690,,,0,
9160516,,Schalkauer Str. (Berlin),,52.5351480,13.5096750,,,0,
9160517,,Irenenstr. (Berlin),,52.5093040,13.4995090,,,0,
9160518,,Herzbergstr./Industriegebiet (Berlin),,52.5265830,13.4898420,,,0,
9160519,,Wönnichstr. (Berlin),,52.5002700,13.4961090,,,0,
9160520,,Ev. Krankenhaus KEH (Berlin),,52.5254820,13.5086510,,,0,
9160521,,Siegfriedstr./Josef-Orlopp-Str. (Berlin),,52.5228760,13.4994410,,,0,
9160522,,Betriebshof Lichtenberg (Berlin),,52.5199910,13.4993870,,,0,
9160523,,Gotlindestr. (Berlin),,52.5181220,13.4993970,,,0,
9160524,,Kriemhildstr. (Berlin),,52.5140650,13.5053580,,,0,
9160525,,Guntherstr. (Berlin),,52.5134920,13.5023040,,,0,
9160526,,Fanningerstr. (Berlin),,52.5143970,13.4982830,,,0,
9160527,,Rüdigerstr. (Berlin),,52.5159560,13.4958320,,,0,
9160528,,Schottstr. (Berlin),,52.5155900,13.4913850,,,0,
9160529,,Josef-Orlopp-Str./Gewerbegebiet(Berlin),,52.5230980,13.4917580,,,0,
9160530,,Atzpodienstr./U Magdalenenstr. (Berlin),,52.5120610,13.4925180,,,0,
9160532,,Sophienstr. (Berlin),,52.5064880,13.4961880,,,0,
9160534,,S Nöldnerplatz/Schlichtallee (Berlin),,52.5022770,13.4851460,,,0,
9160535,,Marktstr. (Berlin),,52.5028020,13.4747810,,,0,
9160536,,Kosanke-Siedlung (Berlin),,52.4967150,13.4857980,,,0,
9160537,,Einbecker Str./Rosenfelder Str. (Berlin),,52.5097920,13.5035030,,,0,
9160538,,Scheffelstr./Paul-Junius-Str. (Berlin),,52.5205010,13.4738130,,,0,
9160539,,Rüdigerstr./Kriemhildstr. (Berlin),,52.5149410,13.5063750,,,0,
9160540,,Zentralfriedhof (Berlin),,52.5146710,13.5085310,,,0,
9160541,,Josef-Orlopp-Str./Vulkanstr. (Berlin),,52.5231950,13.4855130,,,0,
9160544,,Rathaus Lichtenberg (Berlin),,52.5159150,13.4790800,,,0,
9160545,,Lichtenberger Brücke Nord (Berlin),,52.5113760,13.4991380,,,0,
9160548,,Lichtenberger Brücke Süd (Berlin),,52.5108890,13.5020670,,,0,
9160549,,Gernotstr. (Berlin),,52.5132190,13.5025890,,,0,
9160701,,S+U Lichtenberg (Berlin) [U5],,52.5114880,13.4973740,,,0,
9160702,,S+U Lichtenberg (Berlin) [Bus],,52.5103920,13.4994730,,,0,
9160704,,S+U Lichtenberg (Berlin) [N50],,52.5104450,13.5016100,,,0,
9160710,,Roederplatz (Berlin),,52.5266030,13.4789240,,,0,
9160712,,Herzbergstr./Siegfriedstr (Berlin),,52.5263490,13.4991180,,,0,
9160733,,Münsterlandplatz (Berlin) [Ri.S+U Lichtenberg],,52.5044130,13.4953660,,,0,
9160734,,Münsterlandplatz (Berlin) [Ri. Lückstr.],,52.5033440,13.4945930,,,0,
9160742,,Margaretenstr. (Berlin) [Ri. Lückstr.],,52.5083420,13.4974140,,,0,
9160743,,Margaretenstr. (Berlin) [Ri. Lichtenberger Br.],,52.5074470,13.4970890,,,0,
9161002,,U Tierpark (Berlin),,52.4972400,13.5236320,,,0,
9161003,,Rummelsburger Str./U Friedrichsfelde (Berlin),,52.5050450,13.5128260,,,0,
9161004,,Alt-Friedrichsfelde/Rhinstr. (Berlin),,52.5103500,13.5189740,,,0,
9161005,,Alt-Friedrichsfelde/Gensinger Str. (Berlin),,52.5101460,13.5319440,,,0,
9161006,,Sewanstr./Dolgenseestr. (Berlin),,52.4961970,13.5096360,,,0,
9161007,,Sewanstr./Volkradstr. (Berlin),,52.4971800,13.5058700,,,0,
9161008,,Feierabendheim (Berlin),,52.5112790,13.5326320,,,0,
9161502,,Mellenseestr. (Berlin),,52.4924650,13.5077120,,,0,
9161503,,Mellenseestr./Sewanstr. (Berlin),,52.4945960,13.5146320,,,0,
9161505,,Robert-Uhrig-Str. (Berlin),,52.5103200,13.5121680,,,0,
9161506,,Robert-Uhrig-Str./Zachertstr. (Berlin),,52.5047490,13.5113280,,,0,
9161508,,Criegernweg (Berlin),,52.5007330,13.5217640,,,0,
9161509,,Michiganseestr. (Berlin),,52.4984940,13.5014530,,,0,
9161510,,Lincolnstr. (Berlin),,52.5019470,13.5019980,,,0,
9161511,,Kraetkestr. (Berlin),,52.5030510,13.5077800,,,0,
9161512,,U Friedrichsfelde (Berlin),,52.5058990,13.5127960,,,0,
9161513,,Balatonstr. (Berlin),,52.4984680,13.5077110,,,0,
9161514,,Lincolnstr./Einbecker Str. (Berlin),,52.5085760,13.5072910,,,0,
9161515,,Schwarzmeerstr. (Berlin),,52.5023540,13.5095670,,,0,
9161516,,Gensinger Str. (Berlin),,52.5135160,13.5298960,,,0,
9161517,,Am Tierpark/A.-Kowalke-Str. (Berlin),,52.5057200,13.5197130,,,0,
9161518,,Erieseering (Berlin),,52.4948390,13.5202210,,,0,
9161519,,Bildungs- und Verwaltungszentrum (Berlin),,52.5101710,13.5265390,,,0,
9162001,,S Karlshorst Bhf (Berlin),,52.4810410,13.5259860,,,0,
9162002,,Hegemeisterweg (Berlin),,52.4740150,13.5202240,,,0,
9162003,,Treskowallee/Ehrlichstr. (Berlin),,52.4788920,13.5233060,,,0,
9162004,,Treskowallee/HTW (Berlin),,52.4928250,13.5266010,,,0,
9162007,,Marksburgstr. (Berlin),,52.4865650,13.5269140,,,0,
9162501,,S Karlshorst Bhf/Wandlitzstr. (Berlin),,52.4795720,13.5249200,,,0,
9162502,,Stühlinger Str. (Berlin),,52.4802570,13.5205420,,,0,
9162503,,Stechlinstr. (Berlin),,52.4818490,13.5169760,,,0,
9162504,,Blockdammweg/Ehrlichstr. (Berlin),,52.4840970,13.5098400,,,0,
9162505,,Rheinsteinstr. (Berlin),,52.4827140,13.5265740,,,0,
9162506,,Sangeallee (Berlin),,52.4874110,13.5199060,,,0,
9162507,,Tannhäuserstr. (Berlin),,52.4895740,13.5102630,,,0,
9162509,,Gregoroviusweg (Berlin),,52.4937640,13.5269420,,,0,
9162510,,Neuwieder Str. (Berlin),,52.4921640,13.5324970,,,0,
9162513,,Waldowallee (Berlin),,52.4839890,13.5315790,,,0,
9162514,,Köpenicker Allee (Berlin),,52.4856340,13.5370400,,,0,
9162517,,Ilsestr. (Berlin),,52.4880020,13.5165250,,,0,
9162518,,Kötztinger Str. (Berlin),,52.4929840,13.5385620,,,0,
9162519,,Museum Karlshorst (Berlin),,52.4866170,13.5388550,,,0,
9162522,,Rheinpfalzallee (Berlin),,52.4892910,13.5391690,,,0,
9162701,,S Karlshorst (Berlin) [Tram Ri. Tierpark],,52.4830560,13.5258790,,,0,
9162702,,S Karlshorst (Berlin) [Tram Ri. Schöneweide],,52.4824120,13.5256070,,,0,
9162703,,S Karlshorst (Berlin) [Bus Stolzenfelsstr.],,52.4814340,13.5261620,,,0,
9162716,,Hentigstr. (Berlin) [Marksburgstr.],,52.4869800,13.5233360,,,0,
9162717,,Hentigstr. (Berlin) [Dönhoffstr.],,52.4834880,13.5223320,,,0,
9162803,,Treskowallee/Ehrlichstr. (Berlin),,52.4791930,13.5250390,,,0,
9170001,,S Marzahn (Berlin),,52.5432750,13.5415300,,,0,
9170002,,S Raoul-Wallenberg-Str. (Berlin),,52.5507530,13.5483970,,,0,
9170003,,S Mehrower Allee (Berlin),,52.5578190,13.5543970,,,0,
9170004,,S Ahrensfelde Bhf (Berlin),,52.5715680,13.5661240,,,0,
9170005,,S Poelchaustr. (Berlin),,52.5347550,13.5360140,,,0,
9170006,,Ahrensfelde/Stadtgrenze (Berlin),,52.5728390,13.5746800,,,0,
9170010,,Betriebshof Marzahn (Berlin),,52.5490090,13.5837190,,,0,
9170011,,Barnimplatz (Berlin),,52.5678100,13.5737040,,,0,
9170012,,Lea-Grundig-Str. (Berlin),,52.5558710,13.5678940,,,0,
9170013,,Landsberger Allee/Blumberger Damm (Berlin),,52.5461270,13.5720430,,,0,
9170014,,Blumberger Damm/Eisenacher Str. (Berlin),,52.5406440,13.5707420,,,0,
9170015,,Blumberger Damm/Elisabethstr. (Berlin),,52.5342530,13.5661070,,,0,
9170019,,Allee der Kosmonauten/Poelchaustr. (Berlin),,52.5339130,13.5523290,,,0,
9170020,,Marzahner Promenade (Berlin),,52.5434110,13.5497010,,,0,
9170021,,Schorfheidestr. (Berlin),,52.5706520,13.5755610,,,0,
9170500,,Flämingstr. (Berlin),,52.5692460,13.5691090,,,0,
9170501,,Rabensteiner Str. (Berlin),,52.5659660,13.5791680,,,0,
9170502,,Belziger Ring (Berlin),,52.5633880,13.5790610,,,0,
9170503,,Schwarzburger Str. (Berlin),,52.5604680,13.5742670,,,0,
9170504,,Trusetaler Str. (Berlin),,52.5613320,13.5633700,,,0,
9170506,,Niemegker Str. (Berlin),,52.5647280,13.5715880,,,0,
9170507,,Köthener Str. (Berlin),,52.5640140,13.5548670,,,0,
9170508,,Märkische Allee/Wuhletalstr. (Berlin),,52.5602790,13.5566220,,,0,
9170509,,Sella-Hasse-Str. (Berlin),,52.5561580,13.5610770,,,0,
9170510,,Blumberger Damm/Mehrower Allee (Berlin),,52.5553350,13.5737440,,,0,
9170511,,Rudolf-Leonhard-Str. (Berlin),,52.5503400,13.5728870,,,0,
9170512,,Kienbergstr./Gärten der Welt (Berlin),,52.5385640,13.5690020,,,0,
9170513,,Elisabethstr./Oberfeldstr. (Berlin),,52.5340520,13.5594970,,,0,
9170514,,Heliosstr. (Berlin),,52.5348740,13.5578010,,,0,
9170515,,Adersleber Weg (Berlin),,52.5378970,13.5603260,,,0,
9170516,,Alt-Marzahn (Berlin),,52.5419680,13.5637130,,,0,
9170517,,Jan-Petersen-Str. (Berlin),,52.5473150,13.5624290,,,0,
9170518,,Paul-Dessau-Str. (Berlin),,52.5484820,13.5556890,,,0,
9170519,,Freizeitforum Marzahn (Berlin),,52.5468320,13.5581370,,,0,
9170520,,Dingelstädter Str. (Berlin),,52.5367430,13.5247930,,,0,
9170521,,Gewerbepark Georg Knorr (Berlin),,52.5390500,13.5339820,,,0,
9170522,,Rebhuhnweg (Berlin),,52.5447680,13.5579160,,,0,
9170523,,Hinter der Mühle (Berlin),,52.5447250,13.5618360,,,0,
9170524,,Brodowiner Ring (Berlin),,52.5476430,13.5783630,,,0,
9170525,,Pekrunstr. (Berlin),,52.5401940,13.5461980,,,0,
9170526,,Hänflingsteig (Berlin),,52.5362330,13.5426390,,,0,
9170527,,Langhoffstr. (Berlin),,52.5343000,13.5433520,,,0,
9170528,,Zinndorfer Str. (Berlin),,52.5432450,13.5711290,,,0,
9170529,,Bürgerpark Marzahn (Berlin),,52.5498540,13.5607500,,,0,
9170530,,Max-Herrmann-Str. (Berlin),,52.5538780,13.5656850,,,0,
9170531,,Wuhletalstr. (Berlin),,52.5577170,13.5682400,,,0,
9170532,,Kiebitzgrund (Berlin),,52.5422610,13.5497050,,,0,
9170533,,Walter-Felsenstein-Str. (Berlin),,52.5540350,13.5523610,,,0,
9170534,,Bitterfelder Str./Wolfener Str. (Berlin),,52.5536690,13.5453300,,,0,
9170535,,Boxberger Str. (Berlin),,52.5543440,13.5383650,,,0,
9170536,,Klettwitzer Str. (Berlin),,52.5559990,13.5305930,,,0,
9170537,,Gärten der Welt (Berlin),,52.5401140,13.5767810,,,0,
